lat,lon
5125.51447,01323.19109
5125.51528,01323.19098
5125.51611,01323.19082
5125.51682,01323.19067
5125.51761,01323.19053
5125.51836,01323.19033
5125.51915,01323.19014
5125.51988,01323.19001
5125.52060,01323.18993
5125.52127,01323.18979
5125.52203,01323.18963
5125.52277,01323.18952
5125.52355,01323.18940
5125.52430,01323.18929
5125.52519,01323.18911
5125.52593,01323.18886
5125.52668,01323.18865
5125.52747,01323.18844
5125.52828,01323.18822
5125.52910,01323.18802
5125.52993,01323.18789
5125.53070,01323.18774
5125.53155,01323.18764
5125.53240,01323.18747
5125.53317,01323.18729
5125.53399,01323.18716
5125.53481,01323.18694
5125.53563,01323.18672
5125.53641,01323.18654
5125.53728,01323.18634
5125.53803,01323.18616
5125.53877,01323.18595
5125.53949,01323.18587
5125.54032,01323.18579
5125.54117,01323.18562
5125.54198,01323.18548
5125.54271,01323.18529
5125.54348,01323.18508
5125.54428,01323.18488
5125.54512,01323.18469
5125.54599,01323.18458
5125.54680,01323.18449
5125.54759,01323.18444
5125.54841,01323.18447
5125.54923,01323.18435
5125.55003,01323.18432
5125.55082,01323.18434
5125.55159,01323.18435
5125.55239,01323.18442
5125.55324,01323.18444
5125.55409,01323.18450
5125.55490,01323.18469
5125.55567,01323.18504
5125.55641,01323.18534
5125.55719,01323.18567
5125.55793,01323.18602
5125.55875,01323.18637
5125.55954,01323.18671
5125.56025,01323.18704
5125.56099,01323.18753
5125.56172,01323.18805
5125.56246,01323.18865
5125.56317,01323.18928
5125.56383,01323.18997
5125.56445,01323.19062
5125.56512,01323.19136
5125.56574,01323.19215
5125.56633,01323.19300
5125.56694,01323.19380
5125.56752,01323.19454
5125.56820,01323.19525
5125.56889,01323.19595
5125.56956,01323.19674
5125.57022,01323.19757
5125.57085,01323.19840
5125.57134,01323.19922
5125.57185,01323.20013
5125.57238,01323.20105
5125.57294,01323.20205
5125.57355,01323.20303
5125.57416,01323.20388
5125.57466,01323.20469
5125.57524,01323.20556
5125.57584,01323.20642
5125.57640,01323.20722
5125.57694,01323.20806
5125.57742,01323.20892
