lat,lon
5125.23779,01323.43153
5125.23781,01323.43153
5125.23783,01323.43154
5125.23783,01323.43155
5125.23784,01323.43156
5125.23785,01323.43158
5125.23786,01323.43162
5125.23787,01323.43163
5125.23787,01323.43165
5125.23787,01323.43167
5125.23787,01323.43171
5125.23787,01323.43175
5125.23786,01323.43178
5125.23786,01323.43180
5125.23785,01323.43181
5125.23783,01323.43181
5125.23781,01323.43180
5125.23781,01323.43176
5125.23779,01323.43172
5125.23779,01323.43168
5125.23777,01323.43163
5125.23776,01323.43160
5125.23776,01323.43157
5125.23776,01323.43153
5125.23776,01323.43147
5125.23777,01323.43139
5125.23777,01323.43134
5125.23777,01323.43129
5125.23778,01323.43124
5125.23778,01323.43119
5125.23777,01323.43115
5125.23776,01323.43108
5125.23777,01323.43106
5125.23777,01323.43102
5125.23777,01323.43103
5125.23778,01323.43102
5125.23779,01323.43102
5125.23782,01323.43106
5125.23784,01323.43108
5125.23786,01323.43111
5125.23788,01323.43112
5125.23789,01323.43113
5125.23791,01323.43115
5125.23792,01323.43120
5125.23794,01323.43122
5125.23794,01323.43121
5125.23794,01323.43118
5125.23794,01323.43115
5125.23792,01323.43113
5125.23791,01323.43110
5125.23789,01323.43108
5125.23788,01323.43104
5125.23786,01323.43099
5125.23784,01323.43099
5125.23782,01323.43099
5125.23780,01323.43098
5125.23781,01323.43099
5125.23781,01323.43099
5125.23781,01323.43102
5125.23782,01323.43105
5125.23782,01323.43105
5125.23783,01323.43109
5125.23782,01323.43110
5125.23780,01323.43111
5125.23780,01323.43116
5125.23780,01323.43122
5125.23780,01323.43129
5125.23780,01323.43136
5125.23780,01323.43141
5125.23778,01323.43145
5125.23779,01323.43147
5125.23779,01323.43147
5125.23778,01323.43146
5125.23778,01323.43147
5125.23779,01323.43146
5125.23780,01323.43146
5125.23781,01323.43144
5125.23781,01323.43143
5125.23780,01323.43140
5125.23779,01323.43139
5125.23780,01323.43136
5125.23783,01323.43136
5125.23784,01323.43135
5125.23785,01323.43135
5125.23785,01323.43138
5125.23786,01323.43142
5125.23786,01323.43144
5125.23788,01323.43148
5125.23791,01323.43152
5125.23793,01323.43157
5125.23794,01323.43162
5125.23795,01323.43167
5125.23797,01323.43171
5125.23798,01323.43174
5125.23799,01323.43179
5125.23801,01323.43184
5125.23802,01323.43188
5125.23803,01323.43191
5125.23804,01323.43197
5125.23804,01323.43201
5125.23804,01323.43205
5125.23806,01323.43210
5125.23808,01323.43214
5125.23808,01323.43216
5125.23808,01323.43219
5125.23807,01323.43221
5125.23806,01323.43223
5125.23803,01323.43223
5125.23800,01323.43222
5125.23797,01323.43223
